701, 12
700, 13
697, 13
696, 14
694, 14
693, 15
692, 15
691, 16
690, 16
689, 17
688, 17
686, 19
685, 19
683, 21
683, 22
682, 23
682, 24
681, 25
681, 26
680, 27
680, 29
679, 30
679, 33
678, 34
678, 38
677, 39
677, 43
678, 44
678, 56
677, 57
677, 70
676, 71
674, 71
673, 72
662, 72
661, 73
650, 73
649, 74
638, 74
637, 75
626, 75
625, 76
616, 76
615, 77
606, 77
605, 78
597, 78
596, 79
589, 79
588, 80
583, 80
582, 81
577, 81
576, 82
572, 82
571, 83
567, 83
566, 84
563, 84
562, 85
559, 85
558, 86
556, 86
555, 87
552, 87
551, 88
549, 88
548, 89
546, 89
545, 90
543, 90
542, 91
540, 91
539, 92
537, 92
536, 93
534, 93
533, 94
531, 94
530, 95
528, 95
527, 96
525, 96
524, 97
522, 97
521, 98
520, 98
519, 99
517, 99
516, 100
514, 100
513, 101
512, 101
511, 102
509, 102
508, 103
507, 103
506, 104
504, 104
503, 105
502, 105
501, 106
500, 106
499, 107
497, 107
496, 108
495, 108
494, 109
493, 109
492, 110
491, 110
490, 111
489, 111
488, 112
487, 112
486, 113
485, 113
484, 114
483, 114
482, 115
481, 115
480, 116
479, 116
478, 117
477, 117
476, 118
475, 118
474, 119
473, 119
472, 120
471, 120
469, 122
468, 122
467, 123
466, 123
464, 125
463, 125
462, 126
461, 126
459, 128
458, 128
456, 130
455, 130
453, 132
452, 132
449, 135
448, 135
446, 137
445, 137
441, 141
195, 348
173, 370
173, 371
18, 574
18, 575
17, 576
17, 578
16, 579
16, 581
15, 582
15, 589
14, 590
14, 594
15, 595
15, 600
16, 601
16, 603
17, 604
17, 606
18, 607
18, 608
20, 610
20, 611
24, 615
25, 615
27, 617
28, 617
29, 618
30, 618
32, 620
34, 620
35, 621
36, 621
37, 622
39, 622
40, 623
42, 623
43, 624
45, 624
46, 625
48, 625
49, 626
52, 626
53, 627
55, 627
56, 628
57, 628
58, 629
62, 629
63, 630
65, 630
66, 631
68, 631
69, 632
71, 632
72, 633
72, 640
73, 641
73, 648
74, 649
74, 652
75, 653
75, 658
77, 660
77, 661
78, 662
78, 663
80, 665
80, 666
85, 671
86, 671
88, 673
89, 673
90, 674
91, 674
92, 675
93, 675
94, 676
95, 676
96, 677
98, 677
99, 678
101, 678
102, 679
105, 679
106, 680
109, 680
110, 681
113, 681
114, 682
119, 682
120, 683
124, 683
125, 684
129, 684
130, 685
136, 685
137, 686
143, 686
144, 687
150, 687
151, 688
159, 688
160, 689
167, 689
168, 690
176, 690
177, 691
186, 691
187, 692
196, 692
197, 693
210, 693
211, 694
212, 694
213, 693
225, 693
226, 692
230, 692
231, 691
234, 691
235, 690
237, 690
238, 689
239, 689
240, 688
241, 688
242, 687
243, 687
244, 686
245, 686
247, 684
248, 684
253, 679
253, 678
254, 677
254, 676
255, 675
255, 674
256, 673
256, 670
257, 669
257, 664
258, 663
258, 646
259, 645
259, 464
260, 463
260, 433
262, 431
262, 430
269, 423
269, 422
290, 401
290, 400
323, 367
324, 367
333, 358
334, 358
337, 355
338, 355
339, 354
340, 354
341, 353
342, 353
343, 352
345, 352
346, 351
350, 351
351, 350
364, 350
365, 349
380, 349
381, 348
396, 348
397, 347
413, 347
414, 346
436, 346
437, 347
437, 413
438, 414
438, 422
439, 423
439, 425
440, 426
440, 427
441, 428
441, 429
442, 430
442, 431
450, 439
451, 439
452, 440
453, 440
455, 442
457, 442
458, 443
459, 443
460, 444
462, 444
463, 445
465, 445
466, 446
468, 446
469, 447
472, 447
473, 448
477, 448
478, 449
565, 457
571, 457
572, 456
575, 456
576, 455
578, 455
579, 454
580, 454
581, 453
582, 453
583, 452
584, 452
585, 451
586, 451
589, 448
590, 448
597, 441
597, 440
599, 438
599, 437
600, 436
600, 435
601, 434
601, 433
602, 432
602, 430
603, 429
603, 428
604, 427
604, 425
605, 424
605, 422
606, 421
606, 419
607, 418
607, 416
608, 415
608, 413
609, 412
609, 410
610, 409
610, 406
611, 405
611, 403
612, 402
612, 399
613, 398
613, 395
614, 394
614, 391
615, 390
615, 387
616, 386
616, 381
615, 380
615, 281
614, 280
614, 202
615, 201
616, 201
617, 200
618, 200
619, 199
621, 199
622, 198
624, 198
625, 197
627, 197
628, 196
630, 196
631, 195
633, 195
634, 194
636, 194
637, 193
639, 193
640, 192
642, 192
643, 191
645, 191
646, 190
648, 190
649, 189
651, 189
652, 188
654, 188
655, 187
657, 187
658, 186
660, 186
661, 185
663, 185
664, 184
666, 184
667, 183
669, 183
670, 182
672, 182
673, 181
675, 181
676, 180
678, 180
679, 179
681, 179
682, 178
684, 178
685, 177
687, 177
688, 176
690, 176
691, 175
693, 175
694, 174
696, 174
697, 173
699, 173
700, 172
702, 172
703, 171
705, 171
706, 170
708, 170
709, 169
711, 169
712, 168
714, 168
715, 167
717, 167
718, 166
720, 166
